Date,Close,High,Low,Open,Volume,7_Day_MA,30_Day_MA,Daily_Volatility_%,7_Day_Momentum_%
2014-12-11,350.5060119628906,361.3569946289063,338.76300048828125,344.3399963378906,32431300,362.53328595842635,374.7217315673828,6.561536382910988,-5.167149636237056
2014-12-12,352.5419921875,352.9830017089844,349.2909851074219,350.8330078125,16989800,359.06014142717635,372.35443115234375,1.0523572524098614,-6.451307792074856
2014-12-13,347.3760070800781,352.3810119628906,346.5880126953125,352.3810119628906,11675900,355.14457048688615,369.9091318766276,1.6439589736430487,-7.3132586187312
2014-12-14,351.6319885253906,353.3160095214844,345.4179992675781,346.7269897460937,12415200,351.79271153041293,368.3695983886719,2.2778758180001852,-6.25521870964818
2014-12-15,345.3450012207031,351.81500244140625,344.9339904785156,351.3609924316406,17264200,349.42642647879467,367.3433319091797,1.9583881281953537,-4.576839901125185
2014-12-16,327.06201171875,345.8590087890625,327.06201171875,345.6730041503906,30864900,345.8325718470982,365.3159993489583,5.437797237453511,-7.142426399591317
2014-12-17,319.7760009765625,333.9540100097656,315.1520080566406,326.8550109863281,37567900,342.03414481026783,363.0615997314453,5.752398256458568,-7.676581065488319
2014-12-18,311.39599609375,323.7090148925781,304.23199462890625,319.7850036621094,39173000,336.4469996861049,360.9348663330078,6.090660925504702,-11.158158358003101
2014-12-19,317.8429870605469,318.5329895019531,306.7690124511719,311.1789855957031,23823100,331.489998953683,358.84446614583334,3.7804535638102204,-9.842516890441356
2014-12-20,329.9559936523437,330.32501220703125,316.04400634765625,317.6189880371094,20856700,329.00142560686385,357.9149993896484,4.496269554799558,-5.014742835626729
2014-12-21,320.8429870605469,329.6289978027344,318.90301513671875,329.5429992675781,15207600,324.6029968261719,356.9148325602213,3.2548051968497376,-8.756029732664816
2014-12-22,331.885986328125,334.11700439453125,320.42498779296875,321.0679931640625,22315100,322.68028041294644,356.2136983235677,4.264522435459961,-3.8972664567328508
2014-12-23,334.5719909667969,336.2869873046875,329.6019897460937,332.0169982910156,16574200,323.75313459123885,355.11366475423176,2.0134503935049586,2.2961942931192247
2014-12-24,322.53399658203125,334.7409973144531,321.35699462890625,334.385009765625,15092300,324.14713396344865,353.3014312744141,4.002572571936733,0.8624773582276646
2014-12-25,319.00799560546875,322.6700134277344,316.9580078125,322.2860107421875,9883640,325.2345624651228,351.4234313964844,1.7723405375493293,2.4444757181229404
2014-12-26,327.92401123046875,331.42401123046875,316.62701416015625,319.1520080566406,16410500,326.6747087751116,350.0752319335937,4.63634778938519,3.1716994177384494
2014-12-27,315.8630065917969,328.9110107421875,312.6300048828125,327.5830078125,15185200,324.6614249093192,348.2816650390625,4.970039797880427,-4.27117171127851
2014-12-28,317.239013671875,320.02801513671875,311.0780029296875,316.1600036621094,11676600,324.14657156808033,346.3080657958984,2.830848969940051,-1.1232825818292769
2014-12-29,312.6700134277344,320.2669982910156,312.3070068359375,317.70098876953125,12302500,321.4014325823103,344.2140329996745,2.5054978537861947,-5.789931992305453
2014-12-30,310.73699951171875,314.8089904785156,309.3729858398437,312.718994140625,12528300,317.9964338030134,341.970366414388,1.73830331400575,-7.124024753597357
2014-12-31,320.1929931640625,320.1929931640625,310.21099853515625,310.9140014648437,13942900,317.66200474330356,340.00196634928386,3.210532360034276,-0.7258160202573749
2015-01-01,314.2489929199219,320.4349975585937,314.00299072265625,320.4349975585937,8036550,316.9821472167969,337.7664326985677,2.0072735141114872,-1.491812979958207
2015-01-02,315.0320129394531,315.8389892578125,313.56500244140625,314.0790100097656,7860650,315.1404331752232,335.7671661376953,0.7240174427242193,-3.9313980829403183
2015-01-03,281.0820007324219,315.1499938964844,281.0820007324219,314.84600830078125,33054400,310.17171805245533,332.8164326985677,10.82052567473442,-11.01142113306227
2015-01-04,264.19500732421875,287.2300109863281,257.61199951171875,281.14599609375,55629100,302.594002859933,329.0611328125,10.534744184915603,-16.7205179885348
2015-01-05,274.4739990234375,278.34100341796875,265.0840148925781,265.0840148925781,43962800,297.1374293736049,325.7174326578776,5.0010516593250065,-12.216078537740849
2015-01-06,286.1889953613281,287.5530090332031,272.6960144042969,274.6109924316406,23245700,293.6305716378348,322.7538991292318,5.410196619352237,-7.899929583205245
2015-01-07,294.3370056152344,298.7539978027344,283.0790100097656,286.0769958496094,24866800,289.9368591308594,320.5014994303385,5.479289848670351,-8.075125971160734
2015-01-08,283.3489990234375,294.135009765625,282.17498779296875,294.135009765625,19982500,285.5225742885045,318.20583292643227,4.066167431815183,-9.832965130411232
2015-01-09,290.4079895019531,291.114013671875,280.5329895019531,282.38299560546875,18718600,282.0048566545759,316.3405995686849,3.747047214098241,-7.816355934034092
2015-01-10,274.7959899902344,288.12701416015625,273.96600341796875,287.3030090332031,15264300,281.1068551199777,313.8169321695963,4.928946198593741,-2.236361889344707
2015-01-11,265.6600036621094,279.63800048828125,265.0390014648437,274.6080017089844,18200800,281.3161403111049,310.9208658854167,5.316305035753778,0.5545132562224442
2015-01-12,267.7959899902344,272.2030029296875,265.20001220703125,266.14599609375,18880300,280.3621390206473,308.26819864908856,2.631259092918852,-2.4330206347279115
2015-01-13,225.86099243164065,268.2770080566406,219.906005859375,267.3940124511719,72843904,271.7438528878348,304.0758321126302,18.089785090493947,-21.07977731761499
2015-01-14,178.10299682617188,223.8939971923828,171.50999450683594,223.8939971923828,97638704,255.13899448939733,298.5010986328125,23.396787471946144,-39.49011050992578
2015-01-15,209.843994140625,229.06700134277344,176.89700317382812,176.89700317382812,81773504,244.6382795061384,294.5938313802083,29.491736565870696,-25.941508576401382
2015-01-16,208.0970001220703,221.59100341796875,199.77099609375,209.07000732421875,38421000,232.8795667375837,290.8711980183919,10.436698981112587,-28.343224826922064
2015-01-17,199.25999450683597,211.7310028076172,194.875,207.83399963378903,23469700,222.08871023995536,287.1333312988281,8.110320177313659,-27.488026839868652
2015-01-18,210.3390045166016,218.69500732421875,194.5059967041016,200.0500030517578,30085100,214.18571036202567,283.5498652140299,12.091482254993453,-20.823984936727648
2015-01-19,214.86099243164065,216.72799682617188,207.3179931640625,211.4709930419922,18658300,206.62356785365515,279.71336517333987,4.449784590665261,-19.766911954329146
2015-01-20,211.31500244140625,215.24099731445312,205.1529998779297,212.9069976806641,24051100,204.54556928362166,276.0624323527018,4.7382178821826555,-6.440240004983111
2015-01-21,226.89700317382807,227.7879943847656,211.2120056152344,211.3780059814453,29924600,211.5161416190011,272.5627995808919,7.841870157004995,27.396510568139988
2015-01-22,233.406005859375,237.0189971923828,226.4340057373047,227.32200622558597,33544600,214.88214329310827,269.1906000773112,4.6563866080673115,11.228346951383394
2015-01-23,232.8789978027344,234.84500122070312,225.1959991455078,233.5169982910156,24621700,218.42242867606026,266.2021001180013,4.1320341327659795,11.908868299940355
2015-01-24,247.8470001220703,248.2100067138672,230.02200317382807,232.6999969482422,24782500,225.3634294782366,263.83006693522134,7.816073819753658,24.383723253373613
2015-01-25,253.71800231933597,255.07400512695312,243.88999938964844,247.3520050048828,33582700,231.5604291643415,261.35653330485025,4.521493867447693,20.623373160117133
2015-01-26,273.4729919433594,309.3840026855469,254.07899475097656,254.07899475097656,106794000,239.9335719517299,259.943532816569,21.766855614638622,27.279032293573003
2015-01-27,263.4750061035156,275.4800109863281,250.6529998779297,273.1669921875,44399000,247.38500104631697,258.15139923095705,9.088583840084654,24.68353077608505
2015-01-28,233.9149932861328,266.5350036621094,227.04600524902344,263.3510131835937,44352200,248.38757106236048,255.52623189290364,14.994815450190199,3.0930290017661344
2015-01-29,233.51300048828125,238.70599365234372,220.7120056152344,233.34800720214844,32213400,248.4028560093471,252.95209859212238,7.711224215221687,0.04584056374741241
2015-01-30,226.4250030517578,242.8509979248047,225.8390045166016,232.77200317382807,26605200,247.4808567592076,249.82649892171224,7.308436227830622,-2.77139407669712
2015-01-31,217.4640045166016,233.5039978027344,216.3090057373047,226.4409942626953,23348200,243.1404288155692,246.6003326416016,7.59358618849806,-12.258770770073635
2015-02-01,226.9720001220703,231.57400512695312,212.01499938964844,216.86700439453125,29128500,239.31957135881697,243.66499888102217,9.018894225938737,-10.541625723350311
2015-02-02,238.22900390625,242.1750030517578,222.65899658203125,226.49099731445312,30612100,234.2847159249442,242.2365656534831,8.616680884066726,-12.887557117307203
2015-02-03,227.26800537109372,245.95700073242188,224.4830017089844,237.45399475097656,40783700,229.11228724888392,241.00566558837892,9.043435569891232,-13.742100728217343
2015-02-04,226.85299682617188,230.05799865722656,221.11300659179688,227.5110015869141,26594300,228.10343061174666,239.41829884847004,3.931674513776209,-3.019043952998113
2015-02-05,217.11099243164065,239.40499877929688,214.7250061035156,227.6649932861328,22516400,225.76028660365515,237.11569875081383,10.84048641802523,-7.0240235114719995
2015-02-06,222.26600646972656,230.50999450683597,216.23199462890625,216.92300415039065,24435300,225.16614423479353,234.71333211263024,6.582058889443977,-1.836809771878667
2015-02-07,227.7539978027344,230.2989959716797,222.60699462890625,222.63299560546875,21604200,226.63614327566964,232.86016540527348,3.4550140790471815,4.731814494544206
2015-02-08,223.41200256347656,229.43800354003903,221.07699584960935,227.6929931640625,17145200,226.12757219587053,230.6269658406576,3.6720531335829145,-1.5684743301724868
2015-02-09,220.1100006103516,223.9770050048828,217.0189971923828,223.38900756835935,27791300,223.53914315359933,228.80409952799482,3.1147494177262853,-7.605708372532494
2015-02-10,219.8390045166016,221.8070068359375,215.33200073242188,220.2819976806641,21115100,222.4778573172433,227.27673288981123,2.9394168255647646,-3.268828290353376
2015-02-11,219.18499755859372,223.406005859375,218.07400512695312,219.73199462890625,17201900,221.38242885044642,225.6563664754232,2.4265927870116544,-3.380162208504489
2015-02-12,221.76400756835935,222.19900512695312,217.61399841308597,219.2079925537109,15206200,222.0471452985491,225.51980031331382,2.091623877602788,2.143150415649142
2015-02-13,235.427001953125,240.25900268554688,221.26199340820312,221.968994140625,42744400,223.92728751046317,227.43060048421228,8.558406704906043,5.921281302721848
2015-02-14,257.3210144042969,259.8080139160156,235.5279998779297,235.5279998779297,49732500,228.1511470249721,229.01316782633467,10.308759065024061,12.981996753871016
2015-02-15,234.8249969482422,265.6109924316406,227.6840057373047,257.5069885253906,56552400,229.78157479422433,229.90410105387372,14.728527140767783,5.108496523826167
2015-02-16,233.84300231933597,239.52099609375,229.02200317382807,234.8249969482422,28153700,231.7434321812221,231.05686798095707,4.47098607744729,6.2391539098194615
2015-02-17,243.6100006103516,245.7749938964844,232.31399536132807,233.4219970703125,27363100,235.13928876604353,232.16590118408206,5.766808057554897,10.812911087374811
2015-02-18,236.3260040283203,244.25100708007807,232.33999633789065,243.77999877929688,25200800,237.58800397600447,232.88140157063802,4.885967184277041,7.820337459521776
2015-02-19,240.2830047607422,242.6719970703125,235.5919952392578,236.41000366210935,18270500,240.23357500348772,233.8470016479492,2.9947979025345433,8.350767735235088
2015-02-20,243.7790069580078,247.1009979248047,239.2989959716797,240.25100708007807,23876700,241.42671857561385,234.4097351074219,3.247437772664368,3.547598591322898
2015-02-21,244.53399658203125,255.32000732421875,243.1840057373047,243.7519989013672,12284200,239.6000017438616,234.78066813151045,4.978831616402384,-4.9692862636453565
2015-02-22,235.9770050048828,246.3919982910156,233.8509979248047,244.54400634765625,19527000,239.7645743233817,234.88393503824872,5.128320482482806,0.4905815273552605
2015-02-23,238.8919982910156,240.10899353027344,232.42100524902344,235.9949951171875,16400000,240.48585946219308,234.58543497721357,3.2576912393554758,2.159139218023176
2015-02-24,238.7350006103516,239.9010009765625,236.4019927978516,238.9980010986328,14200400,239.78943089076452,234.08600158691405,1.4640324030437781,-2.0011493730905716
2015-02-25,237.47000122070312,239.33999633789065,235.52999877929688,238.88999938964844,11496200,239.9528590611049,232.88590189615886,1.5948752849964942,0.4840758836872405
2015-02-26,236.42599487304688,237.7100067138672,234.2570037841797,237.3370056152344,13619400,239.40185764857702,231.98426818847656,1.4548944530316665,-1.6051946293645925
2015-02-27,253.8280029296875,256.65301513671875,236.43600463867188,236.43600463867188,44013900,240.8374285016741,232.64803517659504,8.550732587848909,4.122174463287842
2015-02-28,254.26300048828125,254.69200134277344,249.47900390625,253.5200042724609,13949300,242.22728620256697,233.3397018432617,2.056246981962405,3.9785894976718694
2015-03-01,260.2019958496094,261.6600036621094,245.93299865722656,254.2830047607422,25213700,245.68799918038505,234.4656016031901,6.184843151307156,10.26582689454225
2015-03-02,275.6700134277344,276.3009948730469,258.31298828125,260.35699462890625,40465700,250.94200134277344,236.40580190022786,6.908977658708827,15.395247810651313
2015-03-03,281.7019958496094,285.7959899902344,268.1610107421875,275.0459899902344,50461300,257.0801435198103,238.23013509114583,6.411647466183023,17.99777792506674
2015-03-04,273.0920104980469,284.2250061035156,268.1260070800781,281.989990234375,41383000,262.1690019880022,239.3922353108724,5.709067548836352,15.000635488369273
2015-03-05,276.1780090332031,281.6669921875,264.7690124511719,272.739013671875,41302400,267.84786115373885,241.02256876627604,6.195659179385913,16.81372396529486
2015-03-06,272.7229919433594,277.6080017089844,270.0150146484375,275.6000061035156,28918900,270.5471452985491,242.55156860351562,2.755075069807851,7.4440127943274925
2015-03-07,276.260986328125,277.85400390625,270.13299560546875,272.29400634765625,17825900,273.68971470424106,244.52323506673176,2.8355410404896366,8.651666108556611
2015-03-08,274.35400390625,277.8580017089844,272.56500244140625,276.4330139160156,22067900,275.71143014090404,246.2595016479492,1.9147493248350629,5.438854537003679
2015-03-09,289.60699462890625,292.70098876953125,273.8930053710937,274.81201171875,59178200,277.70242745535717,248.3212682088216,6.843945168483448,5.055675453371489
2015-03-10,291.760009765625,300.04400634765625,289.7430114746094,289.86199951171875,67770800,279.13928658621654,250.5995351155599,3.553758302364301,3.5704446770711717
2015-03-11,296.3789978027344,297.3909912109375,290.50799560546875,291.5249938964844,33963900,282.4659990583147,253.14183502197267,2.3610310435038673,8.527158030811034
2015-03-12,294.35400390625,297.0880126953125,292.4129943847656,296.12701416015625,32585200,285.0625697544643,255.62566833496095,1.5787206458707126,6.581260737114558
2015-03-13,285.3370056152344,294.4979858398437,285.3370056152344,294.1180114746094,31421500,286.8645717075893,257.8307352701823,3.114729417174836,4.625210944625735
2015-03-14,281.885009765625,286.3420104980469,280.9760131835937,284.4419860839844,22612300,287.66800362723217,259.8347686767578,1.886499735263702,2.035764626866321
2015-03-15,286.3930053710937,286.52899169921875,280.9960021972656,281.42498779296875,11970100,289.3878609793527,261.53363545735675,1.9660619141692874,4.388126760839106
2015-03-16,290.5929870605469,294.11199951171875,285.6849975585937,285.6849975585937,21516100,289.5287170410156,262.6427012125651,2.949753058487675,0.3404587768689904
2015-03-17,285.5050048828125,292.364990234375,284.3739929199219,290.5950012207031,21497200,288.63514491489957,264.33203481038413,2.749874320234458,-2.1438869870607835
2015-03-18,256.29901123046875,285.33599853515625,249.8699951171875,285.0669860839844,57008000,282.909432547433,265.0805684407552,12.441287539175095,-13.52322089939122
2015-03-19,260.9280090332031,264.2439880371094,248.6360015869141,255.8800048828125,52732000,278.13429042271207,265.65783538818357,6.099728838657558,-11.355712655328054
2015-03-20,261.7489929199219,264.8479919433594,259.1619873046875,260.9559936523437,18456700,274.7645743233817,266.50526835123696,2.1789132179301482,-8.266720485291701
2015-03-21,260.0249938964844,262.1960144042969,255.6499938964844,261.6440124511719,17130100,271.6417149135045,267.16333465576173,2.50188049269199,-7.754940884340133
2015-03-22,267.9599914550781,269.7470092773437,259.5899963378906,259.9169921875,18438100,269.00842721121654,267.9693674723307,3.9077910428133764,-6.436265401150765
2015-03-23,266.739990234375,277.2969970703125,261.7449951171875,267.8949890136719,22811900,265.6008562360491,268.7095672607422,5.805260490457069,-8.208386949545332
2015-03-24,245.59500122070312,267.00299072265625,244.15499877929688,266.5769958496094,40073700,259.89942714146207,269.0301671346029,8.570879070243995,-13.978740470238238
2015-03-25,246.19700622558597,249.19000244140625,236.51499938964844,247.4720001220703,35866900,258.45628356933594,269.27366739908854,5.121792786863008,-3.9414919926471614
2015-03-26,248.5319976806641,254.35400390625,244.90499877929688,246.2760009765625,25730000,256.6854248046875,269.60023396809896,3.836754328267806,-4.750740021536604
2015-03-27,247.0290069580078,256.8110046386719,245.21299743652344,248.5659942626953,17274900,254.5825696672712,269.91886749267576,4.6659669745054355,-5.623702997939484
2015-03-28,252.79800415039065,254.2050018310547,246.9750061035156,246.9750061035156,16040900,253.55014256068642,270.46460113525393,2.9274200015643506,-2.7793442614100328
2015-03-29,242.71299743652344,253.13900756835935,240.8500061035156,252.7400054931641,21699400,249.9434291294643,270.09410095214844,4.862309566253504,-9.421926714304728
2015-03-30,247.5260009765625,249.24200439453125,239.2140045166016,242.8789978027344,23009600,247.1985735212054,269.8695343017578,4.128804865241733,-7.203265337503328
2015-03-31,244.2239990234375,248.72999572753903,242.73899841308597,247.45399475097656,22672000,247.00271606445315,269.33693440755206,2.421055000741476,-0.558237012337881
2015-04-01,247.27200317382807,247.5410003662109,241.16000366210935,244.22300720214844,22877200,247.15628705705916,268.3903340657552,2.6127746018702815,0.4366409505634383
2015-04-02,253.0050048828125,254.46099853515625,245.4160003662109,247.0890045166016,26272600,247.7952880859375,267.4337677001953,3.6606235014952353,1.7997711537714123
2015-04-03,254.32200622558597,256.0429992675781,251.8789978027344,253.07400512695312,23146600,248.83714512416296,266.80810089111327,1.645369093816994,2.9522845747494975
2015-04-04,253.69700622558597,255.25799560546875,251.1000061035156,254.2910003662109,12493500,248.96557399204798,266.05873413085936,1.635130419859581,0.3556207171083958
2015-04-05,260.5979919433594,260.67498779296875,251.94200134277344,253.7610015869141,19649200,251.52057320731026,265.6545674641927,3.441421808545405,7.368783170136317
2015-04-06,255.49200439453125,261.7980041503906,254.5749969482422,260.72100830078125,20034200,252.6585736955915,264.96226806640624,2.7703970804744675,3.2182491481866693
2015-04-07,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400,253.93800136021204,264.2564676920573,1.4102457811846127,3.6671226776056054
2015-04-08,245.02200317382807,253.8470001220703,244.21499633789065,253.06399536132807,30086400,253.6165727887835,262.7703013102213,3.8061533686081885,-0.9099291351711503
2015-04-09,243.67599487304688,246.1179962158203,239.3999938964844,244.75100708007807,21643500,252.28385707310267,261.16750081380206,2.7448313285746364,-3.687282792720503
2015-04-10,236.07200622558597,243.69400024414065,232.77099609375,243.69400024414065,28882000,249.67671421595983,259.15726776123046,4.4822622384825355,-7.175942133694901
2015-04-11,236.552001953125,239.53700256347656,234.1750030517578,236.01600646972656,16365200,247.22742789132252,257.230534362793,2.271879603388902,-6.758063300603445
2015-04-12,236.1529998779297,237.72799682617188,233.4949951171875,236.53500366210935,12387900,243.73528616768974,255.5910675048828,1.7895878594912848,-9.380345521136157
2015-04-13,224.5870056152344,236.93499755859372,221.9960021972656,235.9499969482422,31181800,239.3202863420759,253.68113403320314,6.3314242655426405,-12.096268473268257
2015-04-14,219.15899658203125,224.9759979248047,216.322998046875,224.75900268554688,31719000,234.46014404296875,251.44000040690105,3.8499013496851213,-13.43747415986255
2015-04-15,223.8329925537109,223.8329925537109,218.6490020751953,219.072998046875,22562000,231.43314252580916,249.21466725667318,2.3663301843371767,-8.647799114222753
2015-04-16,228.572998046875,229.6719970703125,223.91700744628903,223.91700744628903,24805400,229.27557155064173,247.31693369547526,2.5701440411594976,-6.197983036466271
2015-04-17,222.8820037841797,228.906005859375,221.94200134277344,228.5749969482422,20429800,227.3912854875837,246.20303344726562,3.04670441193464,-5.587279344253194
2015-04-18,223.3560028076172,224.3159942626953,220.87600708007807,222.85299682617188,12939000,225.50614275251115,244.95063323974608,1.5436127095479346,-5.57847705221397
2015-04-19,222.6000061035156,226.35299682617188,222.3730010986328,223.45599365234372,15021500,223.57000078473772,243.64566701253256,1.7811094088311639,-5.739073304772669
2015-04-20,224.62600708007807,226.3509979248047,221.9770050048828,222.61199951171875,18364700,223.57557242257255,242.465700785319,1.9648504705567855,0.01736585994225326
2015-04-21,235.2689971923828,235.2689971923828,224.30099487304688,224.6199951171875,24978000,225.8770010811942,241.3760009765625,4.88291450349902,7.350827874557075
2015-04-22,234.17599487304688,237.90899658203125,233.4759979248047,235.6020050048828,23847900,227.35457284109933,240.29053446451823,1.881562364944513,4.62085691717411
2015-04-23,236.4620056152344,236.4750061035156,233.19900512695312,234.0529937744141,17036000,228.48157392229353,239.98610127766926,1.3996834322572094,3.451417112156685
2015-04-24,231.26800537109372,236.30499267578125,229.93299865722656,235.97000122070312,21448700,229.67957414899553,239.48846791585285,2.700340715172074,3.7625296993625046
2015-04-25,226.38999938964844,232.56100463867188,226.3370056152344,231.2350006103516,13957200,230.11300223214286,238.75040130615236,2.691633622509154,1.3583680509560825
2015-04-26,219.42999267578125,226.94400024414065,214.87399291992188,226.41000366210935,28943700,229.66014317103796,237.83043416341147,5.33103976369872,-1.4240850587668885
2015-04-27,229.28599548339844,233.30499267578125,218.0229949951172,219.4290008544922,38574000,230.3258558000837,237.04670054117838,6.964438438471434,2.0745542619466706
2015-04-28,225.85499572753903,229.4949951171875,223.06900024414065,228.968994140625,21469200,228.98099844796317,236.48476715087887,2.8064912881174724,-4.001377817386542
2015-04-29,225.80799865722656,227.0399932861328,223.42999267578125,225.59100341796875,18936500,227.7855704171317,235.76083374023435,1.6002413906830555,-3.57337916738939
2015-04-30,236.1450042724609,239.56300354003903,224.9929962158203,225.6929931640625,33818600,227.7402845110212,235.49153391520179,6.455675526278911,-0.1340601598758817
2015-05-01,232.07899475097656,238.96600341796875,232.07899475097656,235.93899536132807,18815300,227.85614013671875,234.98510030110674,2.9189785505550274,0.3506708066174147
2015-05-02,234.92999267578125,235.7270050048828,232.34100341796875,232.34100341796875,12535500,229.07613917759485,234.3825998942057,1.4573413806011808,3.772248469082906
2015-05-03,240.3580017089844,243.2400054931641,234.0829925537109,234.8800048828125,18494100,232.06585475376673,233.91713307698564,3.89859194017892,9.537442342317037
2015-05-04,239.01800537109372,242.63800048828125,237.80999755859372,240.3560028076172,21223400,233.45614188058036,233.42783304850258,2.008688309545528,4.244485088231187
2015-05-05,236.1210021972656,239.20399475097656,232.0540008544922,238.8520050048828,23929100,234.92271423339844,232.61193339029944,2.993482887588994,4.545397119358374
2015-05-06,229.7819976806641,236.45399475097656,229.2310028076172,236.24899291992188,29587200,235.4904283796038,231.7549331665039,3.057364119984907,1.7599017958039642
2015-05-07,237.33399963378903,239.10499572753903,228.572998046875,229.66200256347656,29064400,235.66028485979353,231.22673339843746,4.585868608261866,0.5035022294844982
2015-05-08,243.86300659179688,246.2749938964844,236.2740020751953,237.20399475097656,27445500,237.34371512276786,231.18810017903644,4.21619873298863,5.077586557742841
2015-05-09,241.83200073242188,247.8040008544922,239.63900756835935,243.7689971923828,19790500,238.3297162737165,231.12663370768226,3.3494797862621626,2.9378999156424612
2015-05-10,240.29600524902344,244.0679931640625,238.8489990234375,241.72900390625,15019100,238.32085963657923,231.26743367513018,2.159026867396139,-0.02579338300375822
2015-05-11,242.1580047607422,244.2700042724609,239.37600708007807,240.2989959716797,20892300,238.7694309779576,231.45430043538408,2.036628231671688,1.3137083061057986
2015-05-12,241.11199951171875,242.8809967041016,240.0989990234375,242.1450042724609,19282600,239.48243059430803,231.61960042317705,1.1488974092291389,2.11374560839932
2015-05-13,236.3769989013672,243.70399475097656,235.0449981689453,241.3979949951172,27180100,240.42457362583704,232.01260019938147,3.5870209204539574,2.870112231276001
2015-05-14,236.9290008544922,237.7989959716797,234.0570068359375,236.2140045166016,24413700,240.36671665736608,232.60493367513018,1.5841521096092306,-0.17064507399773277
2015-05-15,237.60499572753903,238.7530059814453,236.7949981689453,236.9550018310547,16329400,239.47271510532923,233.06400044759113,0.8263205238841211,-2.566199339423858
